@045;I;Ver:1a#
@045;T;00:00:00;Reset#
@045;T;00:00:05;Init wait done.#
@045;T;00:00:05;Modem init done.#
@045;D;03.09.16;18:20:30.9;16.54929N;5004.88916E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:31.9;16.549300N;5004.883200E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:32.9;16.569700N;5004.883700E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:33.9;16.589300N;5004.850100E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:34.9;16.589800N;5004.845100E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:35.9;16.689200N;5004.820700E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:36.9;16.739000N;5004.814500E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:37.9;16.789000N;5004.784800E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:38.9;16.789800N;5004.778200E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:39.9;16.799500N;5004.781500E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:40.9;16.809200N;5004.773500E;6.2;323.4;298.61;8;1;22.1;;;;;#
@045;D;03.09.16;18:20:41.9;16.809800N;5004.769700E;6.2;323.4;298.61;8;1;22.1;;;;;#
